MAL_ID,Name,Score,Genres,Type,Episodes
20385,Eguchi Hisashi no Kotobuki Gorou Show,4.64,"Comedy, Parody, Ecchi",OVA,4
20391,Hidamari Sketch: Chou Hidamatsuri Special,6.54,Comedy,Special,1
53162,Majutsushi Orphen Hagure Tabi: Urbanrama-hen,6.14,"Action, Adventure, Drama, Fantasy",TV,12
53163,Kawaisugi Crisis,6.82,"Comedy, Sci-Fi",TV,12
53179,Ars no Kyojuu,6.08,"Action, Adventure, Fantasy",TV,12
53183,Lupin III x McDonald's CMs,6.04,Comedy,CM,3
20423,Kamisama no Inai Nichiyoubi: Kioku,6.86,"Mystery, Fantasy",Special,1
20431,Hoozuki no Reitetsu,7.77,"Comedy, Demons, Supernatural, Fantasy, Seinen",TV,13
53200,Hataraku Maou-sama!! 2nd Season,6.66,"Comedy, Fantasy",TV,12
53199,Kidou Senshi Gundam: Suisei no Majo Season 2,7.94,"Action, Sci-Fi",TV,12
53204,Isekai Kita no de Sukebe Skill de Zenryoku Ouka Shiyou to Omou The Animation,7.19,Hentai,OVA,7
20441,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,6.52,"Adventure, Comedy, Mystery",Movie,1
53213,Revenger,6.67,"Action, Drama, Mystery",TV,12
20449,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",6.96,"Comedy, School, Slice of Life",OVA,1
53223,Kingdom 5th Season,8.79,Action,TV,26
20457,"Inari, Konkon, Koi Iroha.",7.19,"Comedy, Romance, School, Seinen, Supernatural",TV,10
20463,Little Nemo Pilot (1987),5.91,Adventure,Special,1
53235,One Piece: Dai Tettei Kaibou! Gekitou! 5-nin no Shin Sedai,6.63,"Action, Adventure, Fantasy",TV Special,1
53236,Road of Naruto,8.43,"Action, Fantasy",PV,1
53237,Shy,6.74,"Action, Drama",TV,12
20469,Himeyuri,6.35,"Drama, Historical",Movie,1
20473,Teekyuu 3,6.73,"Comedy, School, Shounen, Sports",TV,12
53246,Evangelion: 3.0 (-46h),6.98,Sci-Fi,Special,1
20479,Choujigen Game Neptune The Animation: Yakusoku no Eien - True End,7.21,"Action, Sci-Fi, Comedy, Fantasy",OVA,1
53262,Hoshikuzu Telepath,7.19,"Comedy, Supernatural",TV,12
53263,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",7.1,"Comedy, Fantasy",TV,12
53270,Good Day,6.34,,Music,1
53273,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,8.57,"Action, Adventure, Supernatural",ONA,14
20505,Kimi to Boku,6.82,"Slice of Life, Drama",ONA,1
20507,Noragami,7.95,"Action, Adventure, Comedy, Supernatural, Shounen",TV,12
20509,Fate/kaleid liner Prisma☆Illya 2wei!,7.21,"Action, Comedy, Fantasy, Magic",TV,10
53280,Pittoshite! Marmalade,6.04,,Music,1
36642,Kakusansei Million Arthur,5.45,"Game, Music, Fantasy",ONA,1
20517,Little Busters!: EX,7.68,"Slice of Life, Comedy, Supernatural, Drama, Romance, School",Special,8
53286,Shukufuku,7.29,,Music,1
53300,Ojou to Banken-kun,5.66,Romance,TV,13
20533,Z/X: Ignition,6.48,"Game, Sci-Fi, Adventure, Fantasy",TV,12
20539,Nameko-ke no Ichizoku,6.14,"Comedy, Slice of Life",OVA,13
20541,Mikakunin de Shinkoukei,7.37,"Slice of Life, Comedy, Romance, School",TV,12
20543,Bayonetta: Bloody Fate,6.63,"Action, Demons, Fantasy, Super Power",Movie,1
20545,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,6.77,"Comedy, Ecchi, Fantasy",OVA,1
20547,Top wo Nerae 2! Kagaku Kouza,5.47,Sci-Fi,Special,3
20555,SoniAni: Super Sonico The Animation,6.08,"Music, Slice of Life",TV,12
53327,Nanjyamo no Aibou wa Nanimono nanja!? (Donna Monja TV),5.75,,ONA,2
53333,Konkon Beats,6.28,,Music,1
53336,Yukueshirezu,6.41,Suspense,Music,1
20581,Nekketsu Tantei Jimusho,5.2,"Comedy, Mystery, Parody",ONA,5
20583,Haikyuu!!,8.44,"Comedy, Sports, Drama, School, Shounen",TV,25
53355,Kumo wo Kou,6.4,Romance,Music,1
20587,Ashinaga Ojisan,5.56,"Comedy, Drama, Shoujo",Special,1
20589,Bikyaku Seido Kaichou Ai,6.5,Hentai,OVA,1
53365,Untitled World,6.6,"Action, Sci-Fi",Music,1
53379,Uchi no Kaisha no Chiisai Senpai no Hanashi,6.91,"Comedy, Romance",TV,12
20613,Viva Namida,6.68,,Music,1
53393,Tengoku Daimakyou,8.22,"Adventure, Mystery, Sci-Fi",TV,13
53394,Plantopia,6.82,,Music,1
53396,THE POLiCY,6.78,,Music,1
53402,Urusei Yatsura x Onitsuka Tiger Collaboration CM,6.32,"Comedy, Romance, Sci-Fi, Supernatural",CM,1
53405,Zanki,6.62,,Music,1
53406,Kagejitsu!,7.09,Comedy,ONA,17
53411,Buddy Daddies,8.13,"Action, Comedy",TV,12
53414,Lupin Zero,7.41,"Action, Comedy",ONA,6
20649,Kimi no Iru Machi OVA,7.02,"Slice of Life, Drama, Romance, Shounen",OVA,2
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.33,"Slice of Life, Demons, Supernatural, Drama, Shoujo",OVA,1
53421,Dosanko Gal wa Namara Menkoi,7.14,Comedy,TV,12
20655,Amnesia OVA,6.32,Fantasy,OVA,1
53425,3Piece The Animation,6.6,Hentai,OVA,1
53426,Hyakushou Kizoku,6.68,Comedy,TV,12
53428,Ayaka,6.44,Fantasy,TV,12
20667,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,5.69,"Mecha, Military",Special,1
53438,Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,7.11,Fantasy,TV,12
53439,Boushoku no Berserk,6.75,"Action, Fantasy",TV,12
20671,Shashinkan,7.28,"Drama, Historical, Slice of Life",Movie,1
20673,Hinata no Aoshigure,6.88,"Adventure, Fantasy, Romance",Movie,1
53446,Tondemo Skill de Isekai Hourou Meshi,7.67,"Adventure, Comedy, Fantasy, Gourmet",TV,12
53450,Xian Wang de Richang Shenghuo 4,7.48,"Adventure, Comedy, Fantasy",ONA,12
20689,Hamatora The Animation,7.25,"Mystery, Comedy, Super Power, Drama",TV,12
20705,Baka Misérables,5.44,"Music, Parody",ONA,3
20707,"""0""",4.67,,Music,1
20709,Sabage-bu!,7.34,"Action, Military, Comedy, Shoujo",TV,12
53488,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",6.81,"Adventure, Fantasy, Romance",TV,12
20723,Kyousou Giga (TV) Recaps,6.51,"Action, Fantasy, Supernatural",Special,2
53494,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,6.78,"Action, Adventure, Fantasy",TV,13
20743,Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,6.61,"Action, Adventure, Comedy, Fantasy, Kids",Special,1
20745,Love Live! School Idol Project OVA,6.86,"Music, Slice of Life, School",OVA,1
20757,Taimanin Yukikaze,6.49,"Supernatural, Hentai",OVA,3
53526,Uma Musume: Pretty Derby Season 3,7.65,Sports,TV,13
53525,Hi-DRIVERS!,7.36,,Music,1
20767,Noragami OVA,7.71,"Action, Adventure, Comedy, Supernatural, Shounen",OVA,2
53540,Meitantei Conan Movie 26: Kurogane no Submarine,8.33,"Action, Mystery",Movie,1
20785,Mahouka Koukou no Rettousei,7.39,"Action, Sci-Fi, Supernatural, Magic, Romance, School",TV,26
20787,Black Bullet,7.09,"Action, Sci-Fi, Mystery, Seinen",TV,13
53560,Seishun Kippu,6.62,,Music,1
20801,Koakuma Kanojo The Animation,7.21,"Supernatural, Hentai",OVA,2
20811,Maid of the Dead,4.16,"Comedy, Horror",ONA,1
53581,In the Back Room,6.7,,Music,1
20815,Sekaiichi Hatsukoi: Valentine-hen,7.76,"Romance, Comedy, Shounen Ai",Movie,1
53585,Modern Love Tokyo: Kare ga Kanaderu Futari no Shirabe,7.57,Romance,ONA,1
53587,The Marginal Service,5.49,"Action, Sci-Fi",TV,12
53588,Sword Art Online: Full Dive - Opening Eizou,6.81,Fantasy,Movie,1
53590,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,7.44,"Adventure, Fantasy",TV,12
53599,Zen: Grogu to Makkuro Kurosuke,6.13,"Action, Adventure, Sci-Fi",ONA,1
20835,Joshikousei Nobunaga-chan!!,5.79,"Comedy, Ecchi, School",ONA,10
20843,Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,6.87,"Slice of Life, Comedy",Special,2
53613,Dead Mount Death Play,7.3,"Action, Fantasy, Supernatural",TV,12
20847,Seitokai Yakuindomo*,7.68,"Slice of Life, Comedy, School, Shounen",TV,13
20849,Oni Chichi 2: Revenge,6.73,Hentai,OVA,2
20853,Hitsugi no Chaika,7.22,"Action, Adventure, Comedy, Romance, Fantasy",TV,12
53621,Jijou wo Shiranai Tenkousei ga Guigui Kuru.,7.52,Comedy,TV,13
20855,Bacterial Contamination,6.02,Horror,Music,1
53627,Gamera: Rebirth,6.38,Sci-Fi,ONA,6
53632,Yumemiru Danshi wa Genjitsushugisha,6.63,"Comedy, Romance",TV,12
53633,Bullbuster,6.18,"Action, Sci-Fi",TV,12
20869,Nulu-chan to Boku,5.31,"Comedy, Fantasy",ONA,1
20871,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,6.5,"Comedy, Fantasy, Shounen",Special,1
53640,Jouzai,6.36,,Music,1
53641,Dainouteki na Rendezvous,6.6,,Music,1
53642,Odd Taxi Picture Drama,5.89,,Special,1
20873,Hana no Zundamaru,5.62,"Martial Arts, Comedy, Parody",ONA,8
20877,Music S.T.A.R.T!!,7.18,,Music,1
53645,Suki da,6.58,Romance,Music,1
4150,Cosmos Pink Shock,5.62,"Comedy, Parody, Sci-Fi, Space",OVA,1
20889,Kuro no Su: Chronus,6.77,Psychological,Movie,1
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.1,"Action, Adventure, Supernatural, Drama, Shounen",TV,24
53670,Blue Archive: Beautiful Day Dreamer,6.98,"Fantasy, Sports",ONA,1
53671,Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,7.31,Slice of Life,OVA,1
53672,Violet Evergarden: Recollections,8.26,"Drama, Fantasy",Special,1
20903,Harmonie,7.22,"Slice of Life, Psychological, Drama, School",Movie,1
20907,Ookii 1 Nensei to Chiisana 2 Nensei,6.34,Adventure,Movie,1
20909,Kyoukai no Kanata: Mini Gekijou,6.89,"Slice of Life, Supernatural",Special,7
53677,Bonyuu-chan wa Dashitai.,7.15,Hentai,OVA,4
53678,Ikumonogakari The Animation,6.52,Hentai,OVA,2
53680,Pole Princess!!,5.57,,ONA,14
20913,6♥Princess,5.5,,Music,1
20919,Diabolik Lovers Recap,5.41,"Shoujo, Vampire",Special,1
53698,World Dai Star,7.37,,TV,12
20931,Oneechan ga Kita,6.32,"Comedy, Slice of Life",TV,12
53703,Tsukasa's♪Kitchen,6.25,Gourmet,Music,1
20939,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",7.15,"Harem, Comedy, Romance, School",OVA,1
20945,Iron Kid,6.86,"Action, Adventure, Comedy, Sci-Fi",TV,26
53716,Hirogaru Sky! Precure,7.84,"Action, Fantasy",TV,50
20951,DPR Special Movie,5.39,"Slice of Life, Space",Special,1
53720,Hi no Tori: Eden no Sora,6.62,"Drama, Romance, Sci-Fi, Supernatural, Suspense",ONA,4
20959,Kansen: Ball Buster The Animation,5.82,Hentai,OVA,1
20961,Parol no Miraijima,5.88,"Action, Adventure, Fantasy",Movie,1
53730,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",6.3,"Action, Adventure, Comedy, Fantasy",TV,12
53731,"Big Mac to, Susume",6.81,Gourmet,CM,1
36731,Drive Agent Personal: Shiawase wo Mamoru Mono,5.82,Drama,ONA,1
20965,Wonder Garden,6.35,Fantasy,ONA,1
20969,Tezuka Osamu no Buddha: Owarinaki Tabi,6.89,"Drama, Historical, Supernatural",Movie,1
20971,Kiniro no Corda: Blue♪Sky,6.41,"Harem, Music, School, Shoujo",TV,12
20973,Sekai Seifuku: Bouryaku no Zvezda,7.04,"Action, Comedy, Fantasy",TV,12
20977,Tonari no Seki-kun OVA,7.39,"Comedy, School, Seinen",OVA,1
20987,Yoza-Quar!,6.5,Comedy,Special,6
20995,Himekishi Olivia,6.49,Hentai,OVA,2
20999,Mini Van Special,6.14,"Game, Slice of Life, Comedy, Parody",Special,1
21001,Dekakute Ecchi na Ore no Ane,6.95,Hentai,OVA,1
21009,Sekai de Ichiban Tsuyoku Naritai! Specials,5.69,"Action, Ecchi, Sports",Special,6
53780,Meitantei Conan: Haibara Ai Monogatari - Kurogane no Mystery Train,7.3,Mystery,Movie,1
21013,Marvel Disk Wars: The Avengers,5.78,"Action, Kids, Super Power",TV,51
53787,AI no Idenshi,6.56,"Drama, Sci-Fi, Suspense",TV,12
21027,Saibi,6.56,"Drama, Psychological, Thriller",Movie,1
21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,7.31,"Kids, Magic, Shoujo",Movie,1
21033,Seikoku no Dragonar,6.41,"Comedy, Ecchi, Fantasy, School",TV,12
21039,Gatchaman Crowds Insight,7.24,"Adventure, Sci-Fi",TV,12
21041,Follow Me,6.16,"Drama, Romance, Slice of Life",Music,1
53833,Watashi no Oshi wa Akuyaku Reijou.,7.36,"Comedy, Fantasy, Girls Love",TV,12
21065,Yakusoku (ONA),6.44,"Drama, Music",ONA,1
21067,Strange+,5.96,"Slice of Life, Comedy, Josei",TV,12
21069,Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,7.06,Hentai,OVA,1
21073,Puchimas!!: Petit Petit iDOLM@STER,7.18,"Comedy, Slice of Life",ONA,74
21075,Hetalia: The Beautiful World Extra Disc,7.29,"Comedy, Historical, Parody",OVA,1
21077,Kakumeiki Valvrave Recaps,6.14,"Action, Mecha",ONA,3
53848,Megumi no Daigo: Kyuukoku no Orange,6.69,"Action, Drama",TV,23
53849,Kyouki Sanmyaku: Naked Peak,6.78,,Movie,1
53852,Li Shi Zhentan Shiwusuo: A Day in Lungmen,6.52,"Comedy, Mystery",ONA,6
21085,Witch Craft Works,6.99,"Action, Fantasy, Magic, Seinen, Supernatural",TV,12
4191,Popolocrois Monogatari,7.05,"Adventure, Fantasy",TV,25
53858,Kira Killer,6.66,,Music,1
53859,Wan Sheng Jie 4,7.64,"Comedy, Fantasy",ONA,12
21097,Oni Chichi: Rebuild,7.12,Hentai,OVA,3
21103,Utopia,6.41,,Music,1
53873,Pokemon (2019): Harukanaru Aoi Sora,7.25,"Action, Adventure, Comedy, Fantasy",TV Special,1
53874,Pokemon: Mezase Pokemon Master,7.57,"Action, Adventure, Comedy, Fantasy",TV,11
21105,Love Stage!!,7.17,"Comedy, Romance, Shounen Ai",TV,10
53876,Pokemon (2023),7.41,"Action, Adventure, Comedy, Fantasy",TV,7
21107,Buddy Spirits,5.16,"Action, Mecha",ONA,1
53879,Kamonohashi Ron no Kindan Suiri,7.45,"Comedy, Mystery",TV,13
53881,Arknights: Touin Kiro,7.58,"Action, Fantasy",TV,8
53887,Spy x Family Season 2,8.08,"Action, Comedy",TV,12
53888,Spy x Family Movie: Code: White,8.23,"Action, Comedy",Movie,1
53889,Ao no Exorcist: Shimane Illuminati-hen,7.24,"Action, Fantasy",TV,12
53890,One Piece: Dai Gekisen Tokushuu! Mugiwara no Ichimi vs. Tobi Roppou,6.4,"Action, Adventure, Comedy, Fantasy",TV Special,1
53908,Lip Sync,6.47,,Music,1
53911,Nanatsu no Taizai: Ensa no Edinburgh Part 2,6.56,"Action, Adventure, Fantasy",ONA,1
53917,1000-mankai Hug Nanda,6.32,,Music,1
53933,Futari-bun no Shoumei,7.48,Drama,ONA,1
53934,Pole Princess!! Prologue,5.13,,ONA,1
21167,Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,6.43,Fantasy,TV,12
53935,Shirayuki,7.41,,Music,1
21177,Nobunaga the Fool,6.64,"Action, Historical, Mecha, Sci-Fi",TV,24
53946,Futei with... The Animation,6.44,Hentai,OVA,1
53947,Kemonokko Tsuushin: The Animation - Nekomusume Nia,6.53,Hentai,ONA,1
21179,Dragon Fist,4.25,"Drama, Martial Arts, Fantasy, Shoujo",OVA,1
21185,Baby Steps,7.8,"Romance, School, Shounen, Sports",TV,25
21189,"Wake Up, Girls! Shichinin no Idol",7.18,"Drama, Music",Movie,1
21195,Soul Eater: Late Night Show,6.86,"Action, Fantasy, Comedy",Special,51
21201,Teekyuu 2 Specials,6.47,"Comedy, School, Shounen, Sports",Special,2
21215,Zettai Shougeki: Platonic Heart Picture Drama,5.07,"Action, Ecchi, Martial Arts",Special,4
53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,8.7,"Action, Adventure, Fantasy",TV,13
21235,Imanara Maniau! Log Horizon,6.76,"Action, Adventure, Magic, Fantasy, Shounen",Special,1
54005,COLORs,7.58,Drama,ONA,1
54009,Tentai Kansoku,6.77,"Slice of Life, Supernatural",ONA,1
21241,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,6.55,Comedy,ONA,5
54013,Tenchi Muyou! GXP: Paradise Shidou-hen,6.19,"Action, Comedy, Mystery, Sci-Fi",OVA,6
54015,Goblin no Suana,5.59,"Fantasy, Hentai",OVA,4
21255,Takarajima (Movie),6.16,"Adventure, Drama, Historical, Mystery, Supernatural",Movie,1
54024,Samurai Mac,5.79,"Gourmet, Suspense",CM,1
54026,Fight Song,7.76,,Music,1
54029,Wu Liuqi: Anying Suming,8.02,"Action, Adventure, Comedy, Drama, Mystery",ONA,10
21267,Go! Go! 575,5.63,Slice of Life,TV,4
54035,Huangjin Tingyuan: Dongri Li de Xinnian Yuanwang,7.51,Comedy,ONA,2
54040,Tousouchuu: Great Mission,5.65,"Sci-Fi, Suspense",TV,7
21273,Gochuumon wa Usagi Desu ka?,7.49,"Slice of Life, Comedy",TV,12
54041,16bit Sensation: Another Layer,6.92,"Comedy, Sci-Fi, Supernatural",TV,13
54042,Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai,7.29,Comedy,ONA,33
54057,Betsu Sekai,6.71,,Music,1
36797,gdMen,5.8,"Comedy, Fantasy",TV,12
21305,Trick or Alice,4.97,Fantasy,OVA,1
54075,"Kanojo, Okarishimasu 2nd Season: Kanokari Call",6.28,"Comedy, Romance",Special,24
21325,Pupipo!,6.79,"Slice of Life, Comedy, Supernatural, School",TV,15
21327,Isshuukan Friends.,7.52,"Slice of Life, Comedy, School, Shounen",TV,12
21329,Mushishi: Hihamukage,8.53,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",Special,1
21333,Kazoku no Hanashi,6.35,"Drama, Music",ONA,1
54103,Hikikomari Kyuuketsuki no Monmon,7.2,"Comedy, Fantasy",TV,12
21339,Psycho-Pass Movie,7.7,"Action, Military, Police, Sci-Fi",Movie,1
54112,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,7.86,"Action, Comedy, Horror, Supernatural, Suspense",TV,12
54117,Nijiyon Animation Specials,6.77,Comedy,Special,3
21353,Tokyo ESP,6.54,"Action, Sci-Fi, Comedy, Super Power, Supernatural, Shounen",TV,12
54122,Ooyukiumi no Kaina: Hoshi no Kenja,7.03,Fantasy,Movie,1
21363,Tokubetsu Jugyou 3 SLG The Animation,6.65,Hentai,OVA,2
54133,"Ijiranaide, Nagatoro-san 2nd Attack Mini Anime",6.13,Comedy,ONA,12
54141,Bastard!! Ankoku no Hakaishin: Jigoku no Chinkonka-hen,7.11,"Action, Adventure, Fantasy, Ecchi",ONA,15
21373,Freezing Vibration Specials,6.45,"Action, Ecchi, Comedy",Special,6
21393,Shiiba-san no Ura no Kao. with Imouto Lip,6.53,Hentai,OVA,1
21395,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,7.41,"Sci-Fi, Comedy, Seinen",Movie,1
54171,Bleach: Shuku! Rukia Dakkan! Kagayaku! Shinigami Juuban Shoubu! Mitai Shinigami Doon to Misemasu Special,6.51,"Action, Supernatural",Special,1
21405,Bokura wa Minna Kawai-sou,7.66,"Slice of Life, Comedy, Romance, School, Seinen",TV,12
21407,Happiness Charge Precure!,6.9,"Action, Magic, Fantasy, Shoujo",TV,49
21409,The iDOLM@STER Cinderella Girls 2-shuunen Kinen PV,6.89,,PV,1
21415,Machine-Doll wa Kizutsukanai Specials,6.71,"Action, Ecchi, Fantasy, School, Seinen",Special,6
21419,Detective Conan Movie 18: The Sniper from Another Dimension,8.06,"Action, Mystery, Police, Shounen",Movie,1
21421,Mahou Shoujo Taisen,5.73,Magic,TV,26
21427,Minna Atsumare! Falcom Gakuen,5.94,"Parody, Comedy, School, Seinen",TV,13
54196,One Piece 4D,6.38,"Action, Adventure",Special,1
54198,Yoru wa Neko to Issho Season 2,7.12,Comedy,ONA,30
21431,Gokukoku no Brynhildr,6.85,"Drama, Mystery, Sci-Fi, Seinen",TV,13
21435,Yama no Susume: Second Season,7.55,"Adventure, Comedy, Slice of Life",TV,24
36825,Pokemon Diamond & Pearl: Clip Show,6.33,"Action, Adventure, Comedy, Fantasy, Kids",Special,1
21437,Buddy Complex,7.12,"Action, Sci-Fi, Mecha",TV,13
21439,Uta no☆Prince-sama♪ Maji Love Revolutions,7.01,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13
21451,Nihonbashi Koukashita R Keikaku,6.59,,Music,1
54225,Inu ni Nattara Suki na Hito ni Hirowareta. Specials,5.32,"Comedy, Ecchi",Special,2
54234,Suki na Ko ga Megane wo Wasureta,7.14,Comedy,TV,13
21469,Stand By Me Doraemon,8.1,"Comedy, Kids, Sci-Fi, Shounen",Movie,1
21471,Mirai Koushi Harima SACLA,5.58,"Sci-Fi, Music",ONA,1
21473,Persona 3 the Movie 2: Midsummer Knight's Dream,7.61,"Action, Supernatural, Fantasy",Movie,1
21479,Metal Fight Beyblade Zero G Specials,6.04,"Adventure, Sports",Special,7
54255,Itowanai feat. Miyu Tomita ＆ Kana Ichinose,6.25,,Music,1
54259,Rokudou no Onna-tachi,6.43,"Comedy, Romance",TV,12
21493,Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,6.18,"Comedy, Martial Arts, Slice of Life",Movie,1
21495,Denpa Kyoushi,6.36,"Comedy, School, Shounen",Special,2
54265,Kekkon Yubiwa Monogatari,6.31,"Action, Fantasy, Romance, Ecchi",TV,12
21497,Sengoku Musou SP: Sanada no Shou,6.56,"Action, Historical, Samurai",Special,1
54275,Temple,6.72,"Comedy, Romance, Ecchi",TV,12
21507,Soul Eater NOT!,5.87,"Action, Comedy, Ecchi, Shounen, Supernatural",TV,12
21511,Kantai Collection: KanColle,6.82,"Action, Military, Sci-Fi, Slice of Life, School",TV,12
21513,Imako System,6.05,Hentai,OVA,2
21521,Futa-bu!,7.13,"Girls Love, Hentai",OVA,2
21523,Baku Tech! Bakugan Gachi,5.79,"Action, Game, Shounen",TV,39
54301,Overtake!,7.53,Drama,TV,12
21541,Hentai Ouji to Warawanai Neko.: Henneko BBS,6.69,Comedy,Special,13
54312,Yuanshen: Hai Dengjie CM Duanpian - Ming Xiao Huanmeng,7.4,Fantasy,PV,1
21557,Omoide no Marnie,8.04,"Mystery, Psychological, Drama",Movie,1
21561,Ryuugajou Nanana no Maizoukin (TV),7.12,"Adventure, Comedy, Mystery, Supernatural",TV,11
21563,Kamigami no Asobi,7.01,"Harem, Supernatural, Romance, Fantasy, Shoujo",TV,12
21569,Pokemon Movie 17: Hakai no Mayu to Diancie,6.5,"Adventure, Kids, Fantasy",Movie,1
21571,"Pokemon: Pikachu, Kore Nan no Kagi?",6.32,"Adventure, Comedy, Fantasy, Kids",Movie,1
54339,Rude Lose Dance,6.72,Action,Music,1
21573,Senki Zesshou Symphogear GX,7.45,"Action, Music, Sci-Fi",TV,13
21575,Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,6.22,"Sci-Fi, Mecha",Special,4
21587,Mou Hitotsu no Mirai wo.,6.02,Sci-Fi,ONA,3
54357,Inu to Shounen,5.56,Sci-Fi,ONA,1
21591,Wasure-boshi,5.66,"Music, Fantasy",ONA,1
54362,Hametsu no Oukoku,6.27,"Action, Drama, Fantasy, Sci-Fi",TV,12
21595,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,6.24,"Action, Fantasy, Game, Shounen",Special,1
54369,Persona (Music),6.36,Avant Garde,Music,1
21603,Mekakucity Actors,7.02,"Sci-Fi, Comedy, Super Power, Supernatural, Romance",TV,12
54375,Shock!,6.58,,Music,1
21607,Picotopia,5.05,"Music, Dementia, Fantasy",ONA,1
54381,Hot Minute: Aggretsuko,5.99,Comedy,ONA,1
54398,Biohazard: Death Island,6.66,"Action, Horror, Sci-Fi",Movie,1
21635,GJ-bu@,7.23,"Comedy, School, Slice of Life",Special,1
21639,Yu☆Gi☆Oh! Arc-V,6.71,"Action, Game, Fantasy, Shounen",TV,148
21641,Planet:Valkyrie,5.54,"Action, Music",ONA,1
21647,Tamako Love Story,7.91,"Comedy, Romance, Slice of Life",Movie,1
21649,Mitsuwano,5.98,Slice of Life,OVA,1
21653,IS: Infinite Stratos 2 - World Purge-hen,6.85,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",OVA,1
21659,Kill la Kill Specials,7.68,"Action, Comedy, Super Power, School",Special,2
54431,Toaru Ossan no VRMMO Katsudouki,6.4,"Action, Adventure, Comedy, Fantasy",TV,12
21663,Last Orders,5.96,"Action, Samurai, Sci-Fi",Special,1
21667,Non Non Biyori: Okinawa e Ikukoto ni Natta,7.64,"Slice of Life, Comedy, School, Seinen",OVA,1
54437,Lian Qi Shi Wan Nian,7.27,"Action, Adventure, Fantasy",ONA,160
21671,Keroro,6.87,"Comedy, Sci-Fi, Shounen",TV,23
21677,Captain Earth,6.4,"Action, Mecha, Romance, Sci-Fi, Space",TV,25
21679,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",6.39,"Ecchi, Comedy, Romance, Supernatural, Shounen",OVA,1
54449,Ishura,6.5,"Action, Adventure, Fantasy",TV,12
21681,Hanayamata,7.32,"Slice of Life, Comedy, School",TV,12
54463,Vinland Saga Season 2: Drowning in the Shadow,7.45,"Action, Adventure, Drama",ONA,1
21695,Pokemon XY SP: Road to Kalos,6.45,"Action, Adventure, Comedy, Fantasy, Kids",Special,1
54468,Akatsuki no Chinkonka,6.36,"Fantasy, Mystery",Music,1
21701,Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,6.66,"Mystery, Shounen",Special,1
21703,Pokemon XY: New Year Special,6.28,"Action, Adventure, Comedy, Fantasy, Kids",Special,1
21707,Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,6.4,"Music, Shoujo, Sports",Movie,1
54492,Kusuriya no Hitorigoto,8.84,"Drama, Mystery",TV,24
54495,Kyoukai Senki: Kyokkou no Souki,5.77,"Action, Sci-Fi",ONA,6
21729,Cardfight!! Vanguard: Legion Mate-hen,6.73,"Action, Adventure, Demons, Game, Shounen",TV,33
21737,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",7.43,"Comedy, Drama, Slice of Life",Special,1
21743,Donten ni Warau,7.48,"Action, Historical, Shoujo, Supernatural",TV,12
