MAL_ID,Name,Score,Genres,Type,Episodes,Studios,Source,Rating,Premiered,Creator
36404,"Attakai, Fuyu Canada",6.34,Slice of Life,ONA,1.0,Toei Animation,Original,G - All Ages,Fall 2017,Tabata Hisayuki
36407,Kenja no Mago,6.62,"Action, Comedy, Magic, Romance, Fantasy",TV,12.0,SILVER LINK.,Light novel,PG-13 - Teens 13 or older,Spring 2019,Yoshioka Tsuyoshi
36418,Koneko no Chi: Ponponra Dairyokou,6.42,Slice of Life,TV,25.0,Marza Animation Planet,Original,G - All Ages,Spring 2018,Konami Kanata
36424,Princess Principal: Ange Report,6.47,"Action, Mystery",ONA,1.0,"Actas, Studio 3Hz",Original,R - 17+ (violence & profanity),Fall 2017,Tachibana Masaki
36431,One Room Second Season,6.09,Slice of Life,TV,12.0,Zero-G,Original,PG-13 - Teens 13 or older,Summer 2018,Mano Eiji
36432,Toaru Majutsu no Index III,6.82,"Action, Sci-Fi, Super Power, Magic",TV,26.0,J.C.Staff,Light novel,PG-13 - Teens 13 or older,Fall 2018,Kamachi Kazuma
36436,Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei,5.43,"Action, Military, Sci-Fi, Space, Mecha",Movie,1.0,Sunrise,Novel,PG-13 - Teens 13 or older,Fall 2017,Ark Performance
36439,Sword Art Online Movie: Ordinal Scale - Sword Art Offline,6.83,Comedy,Special,1.0,J.C.Staff,Light novel,PG-13 - Teens 13 or older,Fall 2017,Kawahara Reki
36444,Touken Ranbu: Hanamaru - Makuai Kaisouroku,6.42,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy",Movie,1.0,Doga Kobo,Game,PG-13 - Teens 13 or older,Winter 2017,Nitroplus
36455,Wo de Tian Jie Nu You,6.44,"Adventure, Super Power, Supernatural, Romance, Fantasy",ONA,15.0,Sunrise,Web manga,PG-13 - Teens 13 or older,Fall 2017,Wei Tianxing
36456,Boku no Hero Academia 3rd Season,8.02,"Action, Comedy, Super Power, School, Shounen",TV,25.0,Bones,Manga,PG-13 - Teens 13 or older,Spring 2018,Horikoshi Kouhei
36458,Soukou Musume Senki,5.78,"Action, Military, Fantasy",TV,12.0,Studio A-CAT,Game,PG-13 - Teens 13 or older,Winter 2021,Motonaga Keitarou
36466,Digimon Adventure tri. 6: Bokura no Mirai,7.2,"Action, Adventure, Comedy, Drama",Movie,1.0,Toei Animation,Original,PG-13 - Teens 13 or older,Spring 2018,Hongou Akiyoshi
36468,Shoujo Shuumatsu Jugyou,6.47,"Comedy, Parody, School",ONA,12.0,Studio PuYUKAI,Manga,G - All Ages,Fall 2017,Tsukumizu
36470,Tada-kun wa Koi wo Shinai,7.57,"Comedy, Romance, Slice of Life",TV,13.0,Doga Kobo,Original,PG-13 - Teens 13 or older,Spring 2018,Yamazaki Mitsue
36473,Love Live! Sunshine!! Recap,6.88,Music,Special,1.0,Sunrise,Original,PG-13 - Teens 13 or older,Fall 2017,Kimino Sakurako
36474,Sword Art Online: Alicization,7.57,"Action, Game, Adventure, Romance, Fantasy",TV,24.0,A-1 Pictures,Light novel,R - 17+ (violence & profanity),Fall 2018,Kawahara Reki
36475,Sword Art Online Alternative: Gun Gale Online,7.01,"Action, Fantasy, Game, Military, Sci-Fi",TV,12.0,Studio 3Hz,Light novel,PG-13 - Teens 13 or older,Spring 2018,Kawahara Reki
36480,Drifters (OVA),7.52,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",OVA,2.0,Hoods Drifters Studio,Manga,R - 17+ (violence & profanity),Winter 2017,Hirano Kouta
36483,B-Project: Zecchou*Emotion,6.69,"Music, Shoujo",TV,12.0,Bandai Namco Pictures,Music,PG-13 - Teens 13 or older,Winter 2019,Shikura Chiyomaru
36485,Princess Principal Picture Drama,6.31,"Action, Drama, Mystery",Special,6.0,"Actas, Studio 3Hz",Original,PG-13 - Teens 13 or older,Fall 2017,Tachibana Masaki
36491,Doupo Cangqiong,7.23,"Action, Adventure, Comedy, Supernatural, Romance",ONA,12.0,Shanghai Foch Film Culture Investment,Novel,PG-13 - Teens 13 or older,Winter 2017,Li Hu
36492,Road to You,6.57,"Drama, Romance",ONA,3.0,"Sunrise, The Answer Studio",Original,G - All Ages,Fall 2017,Kawamata Hiroshi
36497,Overlord Movie: Ple Ple Pleiades,6.84,"Action, Comedy, Magic, Fantasy",Special,2.0,Madhouse,Light novel,PG-13 - Teens 13 or older,Fall 2017,Maruyama Kugane
36498,Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,6.28,Comedy,Special,4.0,LIDENFILMS,Manga,PG-13 - Teens 13 or older,Fall 2016,Arakawa Hiromu
36500,Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,6.49,Comedy,ONA,13.0,"Gathering, Lesprit",4-koma manga,PG-13 - Teens 13 or older,Fall 2017,Bandai-Namco
36502,MahoYome,6.64,Parody,ONA,24.0,"W-Toon Studio, DMM.futureworks",Manga,G - All Ages,Fall 2017,Yamazaki Kore
36510,Ulysses: Jehanne Darc to Renkin no Kishi,5.34,"Action, Fantasy",TV,12.0,AXsiZ,Light novel,PG-13 - Teens 13 or older,Fall 2018,Kasuga Mikage
36511,Tokyo Ghoul:re,6.37,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen",TV,12.0,"Studio Pierrot, Pierrot Plus",Manga,R - 17+ (violence & profanity),Spring 2018,Ishida Sui
36513,Rokuhoudou Yotsuiro Biyori,7.64,"Slice of Life, Seinen",TV,12.0,Zexcs,Manga,PG-13 - Teens 13 or older,Spring 2018,Shimizu Yuu
36515,Dies Irae: To the Ring Reincarnation,5.98,"Action, Super Power, Magic",ONA,6.0,A.C.G.T.,Visual novel,R - 17+ (violence & profanity),Summer 2018,Masada Takashi
36516,Beatless,6.21,"Action, Drama, Romance, Sci-Fi",TV,20.0,Diomedéa,Light novel,PG-13 - Teens 13 or older,Winter 2018,Hase Satoshi
36517,Ninja Batman,6.07,"Action, Martial Arts, Samurai",Movie,1.0,Kamikaze Douga,Other,PG-13 - Teens 13 or older,Summer 2018,Mizusaki Junpei
36520,Pikotarou no Lullaby Lullaby,5.19,"Comedy, Parody",ONA,3.0,DLE,Original,G - All Ages,Summer 2017,Taniguchi Takashi
36521,Dies Irae: Irasshai Zonnenji,5.56,"Comedy, Parody",ONA,18.0,A.C.G.T.,Visual novel,PG-13 - Teens 13 or older,Summer 2017,Masada Takashi
36522,Ling Qi 2,7.46,"Action, Comedy, Magic, Shounen Ai, Supernatural",TV,12.0,Haoliners Animation League,Web manga,PG-13 - Teens 13 or older,Winter 2018,Ping Zi
36524,Dies Irae: Reimei,5.35,"Action, Super Power, Magic",Special,1.0,A.C.G.T.,Visual novel,PG-13 - Teens 13 or older,Fall 2017,Masada Takashi
36525,Dorei-ku The Animation,5.94,"Drama, Psychological",TV,12.0,"TNK, Zero-G",Manga,R - 17+ (violence & profanity),Spring 2018,Okada Shinichi
36528,Kakyuusei (TV): Hajimemashite Tina!,5.48,"Sci-Fi, Romance, School",Special,1.0,TMS Entertainment,Visual novel,R+ - Mild Nudity,Spring 2000,Ueno Fumihiro
36529,The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,6.44,Music,Special,1.0,A-1 Pictures,Game,PG-13 - Teens 13 or older,Summer 2018,Harada Takahiro
36531,Shinkansen Henkei Robo Shinkalion The Animation,6.73,"Action, Sci-Fi, Kids, Mecha",TV,76.0,OLM,Other,PG - Children,Winter 2018,Ikezoe Takahiro
36536,Starmyu 3rd Season,6.95,"Music, Slice of Life, School",TV,12.0,C-Station,Original,PG-13 - Teens 13 or older,Summer 2019,Tada Shunsuke
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.42,"Demons, Drama, Shoujo, Slice of Life, Supernatural",Movie,1.0,Shuka,Manga,PG-13 - Teens 13 or older,Fall 2018,Midorikawa Yuki
36539,Tsuki ga Kirei Special,7.26,"Comedy, Romance, School",Special,1.0,feel.,Original,PG-13 - Teens 13 or older,Fall 2017,Kishi Seiji
36542,Boku wa Robot-goshi no Kimi ni Koi wo Suru,6.25,"Sci-Fi, Romance",Special,1.0,A-1 Pictures,Novel,PG-13 - Teens 13 or older,Fall 2017,Wakabayashi Shin
36544,Heibai Wushang 2nd Season,6.25,"Action, Comedy, Supernatural",ONA,12.0,A-1 Pictures,Manga,PG-13 - Teens 13 or older,Summer 2017,Yu Yan Shu
36545,Huyao Xiao Hongniang: Qian Yan,7.37,"Comedy, Historical, Supernatural, Romance",ONA,15.0,Haoliners Animation League,Manga,PG-13 - Teens 13 or older,Winter 2017,Xiao Xin
36548,Kokkoku,6.98,"Psychological, Supernatural, Drama, Mystery, Seinen",TV,12.0,Geno Studio,Manga,R - 17+ (violence & profanity),Winter 2018,Horio Seita
36553,Yinhun x He Wei Dao,7.08,Comedy,ONA,3.0,Bandai Namco Pictures,Manga,G - All Ages,Summer 2017,Sorachi Hideaki
36556,Peace Maker Kurogane Movie 2: Yuumei,6.51,"Action, Comedy, Historical, Samurai, Shounen",Movie,1.0,White Fox,Manga,R - 17+ (violence & profanity),Fall 2018,Chrono Nanae
36560,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,6.35,"Comedy, Romance, Ecchi, School",OVA,1.0,"Diomedéa, Studio Blanc",Web manga,R+ - Mild Nudity,Spring 2018,Matsumoto Namiru
36561,Doupo Cangqiong Specials,7.56,"Action, Adventure, Demons, Fantasy",ONA,2.0,Motion Magic,Novel,PG-13 - Teens 13 or older,Fall 2017,Li Hu
36563,Megalo Box,7.88,"Action, Sci-Fi, Slice of Life, Sports, Drama",TV,13.0,TMS Entertainment,Original,R - 17+ (violence & profanity),Spring 2018,Chiba Tetsuya
36564,Kamiusagi Rope x Boruto: Naruto Next Generations,5.49,"Slice of Life, Comedy",ONA,1.0,RG Animation Studios,Other,G - All Ages,Fall 2017,Kishimoto Masashi
36565,Major 2nd (TV),7.38,"Comedy, Drama, Shounen, Sports",TV,25.0,OLM,Manga,PG-13 - Teens 13 or older,Spring 2018,Mitsuda Takuya
36566,Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,6.85,"Comedy, Seinen",Movie,1.0,Shin-Ei Animation,Manga,G - All Ages,Spring 2018,Usui Yoshito
36577,Dungeon Meshi,5.9,Fantasy,ONA,2.0,"Trigger, dwarf",Manga,G - All Ages,Summer 2017,Miyajima Yoshihiro
36578,Monogatari no Aru Satou,5.96,Romance,ONA,1.0,dwarf,Original,G - All Ages,Fall 2017,Ohshima Asako
36587,Granblue Fantasy The Animation Season 2,6.74,"Adventure, Fantasy",TV,12.0,MAPPA,Game,PG-13 - Teens 13 or older,Fall 2019,Umemoto Yui
36593,Hug tto! Precure,7.94,"Action, Magic, Fantasy, Shoujo",TV,49.0,Toei Animation,Original,G - All Ages,Winter 2018,Toudou Izumi
36616,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,7.38,"Action, Slice of Life, Comedy, Supernatural",Special,1.0,Bones,Web manga,PG-13 - Teens 13 or older,Spring 2018,ONE
36618,Flowering Heart 2,5.95,"Kids, Magic",TV,26.0,Toei Animation,Original,G - All Ages,Spring 2017,Ishihira Shinji
36622,Hamaneko,5.33,Slice of Life,Special,1.0,Studio Pierrot,Original,G - All Ages,Fall 2014,Ohshima Asako
36625,Ajin 2nd Season OVA,7.02,"Action, Mystery, Horror, Supernatural, Seinen",OVA,1.0,Polygon Pictures,Manga,R - 17+ (violence & profanity),Spring 2017,Miura Tsuina
36629,"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",6.22,"Slice of Life, Comedy, School, Shoujo",Special,1.0,EMT Squared,4-koma manga,PG-13 - Teens 13 or older,Fall 2016,Michinoku Atami
36632,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,4.87,"Comedy, Ecchi, Romance",TV,10.0,"NAZ, Magia Doraglier",Light novel,PG-13 - Teens 13 or older,Fall 2018,Ebisu Seiji
36633,Date A Live III,7.18,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",TV,12.0,J.C.Staff,Light novel,R - 17+ (violence & profanity),Winter 2019,Tachibana Koushi
36639,Shadowverse,5.86,"Fantasy, Game",ONA,1.0,Yumeta Company,Card game,G - All Ages,Fall 2015,Yokoshima Takemaru
36642,Kakusansei Million Arthur,5.45,"Game, Music, Fantasy",ONA,1.0,Nippon Animation,Card game,G - All Ages,Spring 2012,Fuugetsu Makoto
36649,Banana Fish,8.47,"Action, Adventure, Drama, Shoujo",TV,24.0,MAPPA,Manga,R - 17+ (violence & profanity),Summer 2018,Yoshida Akimi
36652,Piano no Mori (TV),7.31,"Adventure, Music, Comedy, Drama, School, Seinen",TV,12.0,Gaina,Manga,PG-13 - Teens 13 or older,Spring 2018,Isshiki Makoto
36653,Tsurune: Kazemai Koukou Kyuudoubu,7.67,"Sports, Drama, School",TV,13.0,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,Fall 2018,Ayano Kotoko
36654,Tsukumogami Kashimasu,6.69,"Slice of Life, Comedy, Historical, Demons, Supernatural",TV,12.0,Telecom Animation Film,Novel,PG-13 - Teens 13 or older,Summer 2018,Hatakenaka Megumi
36655,Souten no Ken: Regenesis,5.65,"Action, Historical, Martial Arts",ONA,12.0,Polygon Pictures,Manga,R - 17+ (violence & profanity),Spring 2018,Buronson
36683,Overlord Movie: Manner Movie,6.85,Comedy,Special,1.0,Madhouse,Light novel,G - All Ages,Fall 2017,Maruyama Kugane
36688,Shinmai Maou no Testament Departures,6.91,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1.0,Production IMS,Light novel,R+ - Mild Nudity,Spring 2018,Uesu Tetsuto
36692,Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,6.95,"Sci-Fi, Music, Slice of Life, Comedy",Special,4.0,Satelight,Original,PG-13 - Teens 13 or older,Fall 2017,Fujimoto Satoru
36702,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.87,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1.0,Wit Studio,Manga,R - 17+ (violence & profanity),Winter 2018,Isayama Hajime
36704,Free!: Dive to the Future,7.6,"Comedy, Drama, School, Slice of Life, Sports",TV,12.0,"Kyoto Animation, Animation Do",Original,PG-13 - Teens 13 or older,Summer 2018,Ooji Kouji
36714,Hashire! Osomatsu-san,6.04,"Comedy, Parody",Special,3.0,A-1 Pictures,Other,PG-13 - Teens 13 or older,Spring 2016,Akatsuka Fujio
36726,Yuragi-sou no Yuuna-san,7.0,"Comedy, Ecchi, Harem, Romance, Shounen, Supernatural",TV,12.0,Xebec,Manga,R+ - Mild Nudity,Summer 2018,Miura Tadahiro
36728,Mameneko,6.01,Slice of Life,TV,12.0,Charaction,Manga,PG - Children,Winter 2018,Yamamoto Yuuzou
36729,Fate/Apocrypha Recaps,6.42,"Action, Historical, Supernatural, Drama, Magic, Fantasy",Special,2.0,A-1 Pictures,Light novel,R - 17+ (violence & profanity),Fall 2017,Type-Moon
36730,Doraemon: Benkyou Heya no Tsuribori,6.09,"Comedy, Kids, Sci-Fi, Shounen",Special,1.0,Zexcs,Manga,PG - Children,Fall 1979,Fujiko Fujio (A)
36731,Drive Agent Personal: Shiawase wo Mamoru Mono,5.82,Drama,ONA,1.0,Wit Studio,Original,G - All Ages,Fall 2017,Kawasaki Kenji
36742,Koisuru Shirokuma Tokubetsu-ban,6.38,"Comedy, Josei",ONA,3.0,Madhouse,Manga,G - All Ages,Fall 2017,Koromo
36750,MTV Ident: Horny,3.75,"Dementia, Ecchi",Special,1.0,Ajia-Do,Original,R+ - Mild Nudity,Fall 2017,Kabuki Sawako
36753,Kakushin,5.8,"Music, Shounen Ai",ONA,1.0,TMS Entertainment,Original,PG - Children,Spring 2016,Inoue Ryou
36754,Kakuriyo no Yadomeshi,7.54,"Demons, Drama, Romance, Supernatural",TV,26.0,Gonzo,Novel,PG-13 - Teens 13 or older,Spring 2018,Yuuma Midori
36756,91 Daze,5.67,"Comedy, Historical",Special,7.0,Shuka,Original,PG-13 - Teens 13 or older,Fall 2016,Kasugamori Haruki
36760,Detective Conan: The Magician of Starlight,6.46,Space,Movie,1.0,D & D Pictures,Manga,G - All Ages,Winter 2012,Aoyama Gosho
36761,Osomatsu-san Short Film Series 2nd Season,5.82,"Comedy, Parody",Special,4.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Winter 2018,Akatsuka Fujio
36774,Star Wars/Saigo no Jedai: Tokubetsu Eizou,4.63,"Sci-Fi, Parody",ONA,1.0,MAPPA,Other,G - All Ages,Fall 2017,Lucas George
36777,Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,6.72,"Comedy, Fantasy",OVA,1.0,White Fox,Visual novel,PG-13 - Teens 13 or older,Spring 2018,Aquaplus
36783,Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,7.09,"Action, Military, School",ONA,1.0,Actas,Original,PG-13 - Teens 13 or older,Fall 2017,Mizushima Tsutomu
36784,Hataraku Onii-san!,6.36,"Slice of Life, Comedy",TV,12.0,Tomovies,Original,G - All Ages,Winter 2018,Usa Yoshiki
36789,Golden Time (Movie),7.03,"Comedy, Fantasy",Movie,1.0,Kyoto Animation,Original,G - All Ages,Winter 2013,Inaba Takuya
36792,Eromanga-sensei OVA,6.79,"Comedy, Drama, Ecchi, Romance",OVA,2.0,A-1 Pictures,Light novel,PG-13 - Teens 13 or older,Winter 2019,Fushimi Tsukasa
36793,3D Kanojo: Real Girl,6.85,"Romance, School, Shoujo",TV,12.0,Hoods Entertainment,Manga,PG-13 - Teens 13 or older,Spring 2018,Nanami Mao
36796,Owarimonogatari 2nd Season Recaps,7.82,"Mystery, Comedy, Supernatural, Vampire",Special,2.0,Shaft,Light novel,R - 17+ (violence & profanity),Summer 2017,NISIO ISIN
36797,gdMen,5.8,"Comedy, Fantasy",TV,12.0,Strawberry Meets Pictures,Original,PG - Children,Winter 2018,Sugahara Souta
36798,Yuuki Yuuna wa Yuusha de Aru: Hidamari,7.01,"Drama, Fantasy, Magic, Slice of Life",Special,1.0,Studio Gokumi,Original,PG-13 - Teens 13 or older,Fall 2017,Fukuoka Daiki
36800,Amanchu! Advance,7.1,"Slice of Life, Comedy, School, Shounen",TV,12.0,J.C.Staff,Manga,PG-13 - Teens 13 or older,Spring 2018,Amano Kozue
36803,Servamp Movie: Alice in the Garden,7.25,"Action, Comedy, Supernatural, Drama, Vampire, Josei",Movie,1.0,Platinum Vision,Manga,PG-13 - Teens 13 or older,Spring 2018,Tanaka Strike
36805,Kirara Fantasia,5.96,"Magic, Fantasy",ONA,13.0,Toei Animation,Other,G - All Ages,Summer 2017,Kounosu Satori
36816,Godzilla 2: Kessen Kidou Zoushoku Toshi,6.53,"Action, Adventure, Sci-Fi",Movie,1.0,Polygon Pictures,Original,R - 17+ (violence & profanity),Spring 2018,Urobuchi Gen
36817,Sunohara-sou no Kanrinin-san,6.76,"Comedy, Slice of Life",TV,12.0,SILVER LINK.,4-koma manga,PG-13 - Teens 13 or older,Summer 2018,Nekoume
36823,Huyao Xiao Hongniang: Beishan Yaodi,7.42,"Comedy, Historical, Supernatural, Romance",ONA,8.0,Haoliners Animation League,Manga,PG-13 - Teens 13 or older,Fall 2016,Xiao Xin
36824,Huyao Xiao Hongniang: Nan Guo,7.34,"Comedy, Historical, Supernatural, Romance",ONA,26.0,Haoliners Animation League,Manga,PG-13 - Teens 13 or older,Fall 2017,Xiao Xin
36825,Pokemon Diamond & Pearl: Clip Show,6.33,"Action, Adventure, Comedy, Fantasy, Kids",Special,1.0,OLM,Game,PG - Children,Fall 2006,Tajiri Satoshi
36827,Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,6.71,"Mystery, Comedy, Super Power",Special,1.0,J.C.Staff,Original,PG-13 - Teens 13 or older,Winter 2017,Kidani Takaaki
36828,Caligula (TV),5.99,"Action, Sci-Fi",TV,12.0,Satelight,Game,PG-13 - Teens 13 or older,Spring 2018,Yamanaka Takuya
36833,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,6.7,"Slice of Life, Parody",Special,1.0,SILVER LINK.,Manga,PG-13 - Teens 13 or older,Winter 2018,Hiroyama Hiroshi
36838,Gintama.: Shirogane no Tamashii-hen,8.81,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,12.0,Bandai Namco Pictures,Manga,PG-13 - Teens 13 or older,Winter 2018,Sorachi Hideaki
36840,25-sai no Joshikousei,5.59,"Ecchi, Romance, School",TV,12.0,Lilix,Web manga,R+ - Mild Nudity,Winter 2018,Makana
36847,Nanatsu no Bitoku,5.25,"Ecchi, Fantasy",TV,10.0,Bridge,Other,R+ - Mild Nudity,Winter 2018,Ishihira Shinji
36848,Aishen Qiaokeli-ing...II,7.04,"Harem, Comedy, Romance, School",ONA,15.0,B.CMAY PICTURES,Web manga,PG-13 - Teens 13 or older,Winter 2017,Xiong Ke
36855,Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,6.91,Comedy,ONA,24.0,Kyoto Animation,Manga,G - All Ages,Fall 2017,Torako
36858,Usuzumizakura: Garo,6.19,"Action, Demons, Fantasy, Magic, Supernatural",Movie,1.0,"Studio VOLN, Studio M2",Original,PG-13 - Teens 13 or older,Fall 2018,Amemiya Keita
36861,Itazura Majo to Nemuranai Machi,5.91,"Action, Police, Magic, Fantasy",ONA,1.0,SANZIGEN,Original,G - All Ages,Winter 2017,Komatsuda Daizen
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.62,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",Movie,1.0,Kinema Citrus,Web manga,R - 17+ (violence & profanity),Winter 2020,Tsukushi Akihito
36864,Akkun to Kanojo,6.82,"Comedy, Josei, Romance, School",TV,25.0,Yumeta Company,Manga,PG-13 - Teens 13 or older,Spring 2018,Kakitsubata Waka
36871,Ultraman,6.68,"Action, Sci-Fi, Seinen, Super Power",ONA,13.0,"Production I.G, Sola Digital Arts",Manga,PG-13 - Teens 13 or older,Spring 2019,Shimizu Eiichi
36873,Back Street Girls: Gokudolls,6.96,"Comedy, Ecchi, Seinen",TV,10.0,J.C.Staff,Manga,R - 17+ (violence & profanity),Summer 2018,Gyuh Jasmine
36875,Akuma no Memumemu-chan,5.56,"Comedy, Demons, Ecchi, Shounen",ONA,1.0,Shaft,Manga,PG-13 - Teens 13 or older,Winter 2018,Yotsuya Keitarou
36882,Arifureta Shokugyou de Sekai Saikyou,6.71,"Action, Adventure, Fantasy, Harem",TV,13.0,"Asread, White Fox",Light novel,PG-13 - Teens 13 or older,Summer 2019,Shirakome Ryou
36884,Hisone to Maso-tan,7.3,"Comedy, Drama, Fantasy, Military",TV,12.0,Bones,Original,PG-13 - Teens 13 or older,Spring 2018,Higuchi Shinji
36885,Saenai Heroine no Sodatekata Fine,8.42,"Harem, Comedy, Romance, Ecchi, School",Movie,1.0,CloverWorks,Light novel,PG-13 - Teens 13 or older,Fall 2019,Maruto Fumiaki
36888,Chikatetsu ni Noru,5.5,Slice of Life,Special,1.0,"J.C.Staff, Studio Ghibli",Novel,PG - Children,Spring 2017,Motoki
36890,dMatsu-san,6.01,"Comedy, Parody",ONA,12.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Winter 2018,Akatsuka Fujio
36894,Inazma Delivery: Dougyousha Attack-hen,6.28,"Action, Sci-Fi, Comedy",TV,10.0,Kanaban Graphics,Original,PG-13 - Teens 13 or older,Winter 2018,Tomioka Satoshi
36896,Boku no Hero Academia the Movie 1: Futari no Hero,7.54,"Action, Shounen, Super Power",Movie,1.0,Bones,Manga,PG-13 - Teens 13 or older,Summer 2018,Horikoshi Kouhei
36902,Mahou Shoujo Ore,6.64,"Comedy, Fantasy, Magic",TV,12.0,Pierrot Plus,Web manga,PG-13 - Teens 13 or older,Spring 2018,Moukon Icchokusen
36903,Kengan Ashura,7.44,"Action, Martial Arts",ONA,12.0,Larx Entertainment,Web manga,R - 17+ (violence & profanity),Summer 2019,Sandrovich Yabako
36904,Aggressive Retsuko (ONA),7.64,"Slice of Life, Comedy",ONA,10.0,Fanworks,Other,PG-13 - Teens 13 or older,Spring 2018,Rareko
36906,Jashin-chan Dropkick,7.04,"Comedy, Supernatural",TV,11.0,Nomad,Web manga,PG-13 - Teens 13 or older,Summer 2018,Yukiwo
36910,Wu Geng Ji 2nd Season,7.29,"Action, Historical, Supernatural, Martial Arts, Fantasy",ONA,42.0,Sparkly Key Animation Studio,Manga,PG-13 - Teens 13 or older,Winter 2017,Zheng Jian He
36914,Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,6.33,"Comedy, School",Special,1.0,ufotable,Game,PG-13 - Teens 13 or older,Winter 2017,Type-Moon
36915,Fate/Grand Order: Moonlight/Lostroom,6.32,"Action, Supernatural, Magic, Fantasy",Special,1.0,Lay-duce,Game,PG-13 - Teens 13 or older,Winter 2017,Type-Moon
36923,Nanatsu no Taizai: Imashime no Fukkatsu Joshou,7.23,"Action, Comedy, Super Power, Magic, Fantasy, Shounen",Special,1.0,A-1 Pictures,Manga,PG-13 - Teens 13 or older,Winter 2018,Suzuki Nakaba
36927,Pokemon Movie 21: Minna no Monogatari,7.18,"Action, Game, Adventure, Comedy, Kids, Fantasy",Movie,1.0,"OLM, Wit Studio",Game,PG - Children,Summer 2018,Yajima Tetsuo
36932,Evil or Live Recap,5.13,"Psychological, School",Special,1.0,"J.C.Staff, Egg Firm",Web manga,R - 17+ (violence & profanity),Winter 2017,Tang Yunkang
36934,Captain Tsubasa (2018),7.42,"Action, Sports, Shounen",TV,52.0,David Production,Manga,G - All Ages,Spring 2018,Takahashi Yoichi
36936,Mirai no Mirai,7.28,"Adventure, Drama, Fantasy",Movie,1.0,Studio Chizu,Original,G - All Ages,Summer 2018,Hosoda Mamoru
36942,Cinderella Girls Gekijou 2nd Season Specials,6.3,"Slice of Life, Comedy",Special,3.0,"Gathering, Lesprit",4-koma manga,PG-13 - Teens 13 or older,Fall 2017,Taniguchi Junki
36943,Tachibanakan Triangle,5.62,"Comedy, Ecchi, Shoujo Ai",TV,12.0,"Creators in Pack, Studio Lings",Manga,PG-13 - Teens 13 or older,Spring 2018,Merryhachi
36945,Himote House,5.66,"Comedy, Super Power",TV,12.0,Bouncy,Original,PG-13 - Teens 13 or older,Fall 2018,Ishidate Koutarou
36946,Dragon Ball Super Movie: Broly,8.17,"Action, Adventure, Super Power, Martial Arts, Fantasy, Shounen",Movie,1.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Winter 2018,Toriyama Akira
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.95,"Ecchi, School, Shounen",TV,12.0,J.C.Staff,Manga,PG-13 - Teens 13 or older,Spring 2018,Tsukuda Yuuto
36950,Yuragi-sou no Yuuna-san OVA,7.09,"Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",OVA,4.0,Xebec,Manga,R+ - Mild Nudity,Summer 2018,Miura Tadahiro
36951,Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,7.4,"Action, Adventure, Comedy, Demons, Supernatural, Martial Arts, Shounen",Special,2.0,Studio Pierrot,Manga,PG-13 - Teens 13 or older,Fall 2018,Togashi Yoshihiro
36952,Tennis no Ouji-sama: Best Games!!,6.6,"Action, Comedy, Sports, School, Shounen",OVA,4.0,SynergySP,Manga,PG-13 - Teens 13 or older,Summer 2018,Konomi Takeshi
36962,Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,7.46,"Drama, Shounen",OVA,1.0,J.C.Staff,Manga,PG-13 - Teens 13 or older,Spring 2018,Tsukuda Yuuto
